Gene1,Gene2,connected_driver_gene,gene_type,confidence
GORAB,ZN363,,3,0.99346
MCM7,MCM10,,3,0.990004
CCNE1,MRE11,,1,0.99042
BPTF,SMCA1,,3,0.992683
NINL,DISC1,,0,0.996785
HSP76,CHIP,,3,0.99863
GFAP,KT33B,,3,0.999907
KRA98,KR261,,3,0.999641
HNRH3,HNRPF,,3,0.993974
B2L13,CH60,,3,0.994908
CE290,TTC8,,3,0.996372
RBX1,CUL4B,,3,0.999989
VPS39,VPS41,,3,0.999112
MYO1C,GIPC1,,3,0.997397
CDK8,CCND1,CCND1,2,0.994644
KIFC3,PKHA7,,3,0.99073
SIR6,MYC,MYC,2,0.998408
CCL11,XCL1,,3,0.99295
M3K3,SGT1,,3,0.99424
KRT37,PSA1,,3,0.995565
EIF3A,EIF3H,,3,0.992927
CUL5,RBX1,,3,0.999888
HS90B,KS6A2,,3,0.991075
NOS2,JUN,,1,0.993147
RNPS1,MGN,,3,0.999711
ENOA,FLNC,,3,0.99365
CBX8,PCGF2,,3,0.998955
CBX8,PCGF1,,3,0.995372
APC,SETB1,,1,0.990974
EIF3I,EIF3B,,3,0.998642
ANK2,CTNB1,,3,0.995274
IDH3A,IDH3G,,3,0.992648
IFT20,IFT80,,3,0.999315
AQR,SYF1,,3,0.994391
PPARG,TBB5,,1,0.993712
GAB1,PTN12,,3,0.995485
UB2L6,NAMPT,,3,0.991505
RFA3,RFA4,,3,0.998934
MCL1,BID,,3,0.996913
SRC,UBC,,1,0.993221
UBP8,CHMP3,,3,0.99547
UBE2N,VHL,VHL,2,0.997016
LSM 3.00,SF3B2,,3,0.996865
UBC,TADBP,,3,0.992167
RAD50,RAD17,RAD17,2,0.999224
RL27,IKKA,,3,0.997368
IFT88,IFT27,,3,0.999275
BBS5,TTC8,,3,0.999285
UBC,PINK1,,3,0.994274
JUN,MAX,,1,0.997966
THOC4,DDX5,DDX5,2,0.995906
MSH6,CSK 21.00,,1,0.990407
HLAB,LRC59,,3,0.992634
IF2A,PP1G,,3,0.992934
DSC2,DESP,,3,0.997868
EXOC7,EXC6B,,0,0.999999
KR196,KIFC3,,3,0.998207
IMA5,RELB,,3,0.991208
CIAO1,HSPB1,,3,0.999915
KDM1A,SUV91,,3,0.998556
SDHA,CSK2B,,1,0.994189
CTC1,POTE1,,3,0.995338
HNRPM,ROA2,,3,0.99971
NUDC,DCA11,,3,0.997008
PCNA,VDAC3,,1,0.994246
NMD3,CSK 21.00,,3,0.997646
EXOS3,EXOS8,,3,0.999908
KR412,PFKAL,,3,0.990264
TTC8,BBS2,,3,0.999814
DYN2,SNAPN,,3,0.990719
TT30A,IFT46,,3,0.999918
ATG9A,TBK1,,3,0.996105
TT30B,IFT25,,3,0.999892
K2C78,K1H1,,3,0.999959
GSK3A,TAU,,3,0.993733
CLCB,OCRL,,3,0.990469
RS10,RS3,,3,0.999171
HNRPC,RALY,,3,0.997417
HSPB1,PPM1A,,3,0.993611
DLG3,KRT34,,3,0.995444
HNRH1,RALY,,3,0.991618
LIMA1,CADH1,,3,0.995254
RBX1,CUL3,CUL3,2,0.999974
TRAF6,RL36,,3,0.994429
TNNC1,TNNI2,,3,0.999132
MYC,SMRC1,,1,0.991592
ORC2,MCM2,,3,0.999717
NEMO,HS71L,,3,0.998456
NEMO,BIP,,3,0.994125
PLRG1,SF3B1,SF3B1,2,0.999874
DCX,KR108,,3,0.993819
CCSAP,DISC1,,3,0.998573
ABL1,EP300,,1,0.990793
TRA2B,RNPS1,,3,0.990616
RS3,M3K7,,3,0.994465
MYC,PRP8,,1,0.995685
PRS6A,PAAF1,,3,0.999937
IRF9,PO2F1,,0,0.991871
PARD3,TIAM1,,3,0.99334
PLK1,MCM4,,3,0.998341
DLGP2,SHAN3,,3,0.99062
RS19,RS8,,3,0.995583
TBG1,MZT2B,,3,0.99909
STAT3,PGFRB,,1,0.993791
MYOM2,NEBU,,3,0.990556
UBC,UB2L6,,3,0.998482
RCC1,P53,,0,0.996968
PRP4,PRPF3,,3,0.999166
TF65,BIP,,3,0.991547
ZBT16,SMN,,3,0.991641
DCTN2,A4,,3,0.997291
XCL2,CXCL5,,3,0.99489
ERGI3,TTMP,,3,0.991871
NCOA1,VDR,,1,0.998114
PSMD6,ATPD,,3,0.993319
VA0D1,ADRB2,,3,0.999441
SMC1A,MCM2,,1,0.999643
HDAC3,PP4R1,,3,0.99799
DYHC1,NEMO,,3,0.996517
CCL21,SDF1,,3,0.992434
ISY1,SYF1,,3,0.994196
SMAD3,MAX,,1,0.994046
MBD2,HDAC1,,3,0.998489
NXF1,NU153,,3,0.997575
UBC9,PIAS1,,3,0.997791
EF1B,EF1A2,,3,0.998606
RPGF1,FYN,,3,0.99468
PSD13,PRS7,,3,0.995425
BUB1,CC14B,,3,0.992055
PDC6I,TS101,,3,0.990457
H15,HIRA,,3,0.996608
HS90B,VPS18,,3,0.990127
EXOSX,MTREX,,3,0.995982
CHM1B,VPS4B,,3,0.992873
DCTN2,DCTN4,,3,0.993251
PSMD4,PSMD1,,3,0.998119
RTRAF,ASHWN,,0,1.0
HDAC3,MYC,MYC,2,0.998298
COF1,COF2,,3,0.993826
RS14,TF65,,3,0.997622
CBY1,INP5E,,0,0.995587
TBA4A,HDAC6,,3,0.995733
NPHP1,FTM,,3,0.999723
H2B2E,H2B2F,,3,0.995595
PLK1,NEK7,,3,0.992313
PRP8,SNUT1,,3,0.998329
DCAM,HSPB1,,3,0.992456
U5S1,U520,,3,0.999658
CDK1,CDN1A,,3,0.995314
EZH2,M3K7,,1,0.990991
VIME,GRB2,,3,0.992068
GSK3A,ML12A,,3,0.998422
CBX8,CBX7,,3,0.999395
ACTA,ML12B,,3,0.999819
PSB5,PSMD6,,3,0.996687
CCL7,XCL2,,3,0.994085
NR0B2,SMAD4,SMAD4,2,0.99351
RL23,TF65,,3,0.998624
PP2AB,2AAA,,3,0.995731
PSMD4,PSD12,,3,0.997948
TULP3,WDR19,,3,0.996926
LTOR5,IF4B,,3,0.997071
KRA81,HSPB1,,3,0.998079
DLRB1,DYLT1,,3,0.998685
EXOS4,EXOS3,,3,0.99949
TF3C5,TF3C2,,3,0.994138
P53,HS71L,,3,0.996605
PP1A,DLG2,,3,0.996387
H2B2E,H1T,,3,0.997855
SOSB1,INT3,,3,0.997378
EP300,MYC,,1,0.998681
CCL17,CCL21,,3,0.994958
CCL21,XCL1,,3,0.991763
VPS39,VP33A,,3,0.999262
WASC4,SMAD2,SMAD2,2,0.996604
H2B1H,H12,,3,0.99551
GBB1,GBG5,,3,0.996414
TT30A,IFT81,,3,0.99758
SRPK1,SAHH2,,3,0.995447
RL23,M3K3,,3,0.99537
CCNE2,CDN1B,,3,0.991113
RAB5C,ARRB2,,3,0.996763
KRA62,KRT83,,3,0.999629
PLK1,PLK2,,3,0.990731
CHD8,WDR5,,3,0.990895
IFT88,IFT46,,3,0.999796
PDIA6,BIP,,3,0.997374
SDS3,HCFC1,,3,0.999367
SF3A2,SF3A3,,3,0.994437
MAX,FUS,,1,0.99445
GSK3B,ACL6B,,3,0.990412
CO1A2,LYOX,,3,0.998715
PISD,DHX29,,3,0.993185
TBP,TAF12,,3,0.997805
MPH6,EXOS2,,3,0.997504
ILF3,ROA2,,3,0.994892
DNM1L,PGAM5,,3,0.995676
SORT,NTRK1,NTRK1,2,0.99355
PTPRC,PDPK1,,1,0.992984
IKKB,ZC12A,,3,0.990765
RL34,RL27,,3,0.997799
RASN,AKT1,AKT1,2,0.991652
B2CL1,PP1G,,3,0.998166
SRC,ACTN1,,1,0.990096
EXOC7,EXOC1,,0,0.990375
ATM,TP53B,,1,0.998648
CCL11,CCL26,,3,0.992452
DPA1,HG2A,,3,0.994279
K2C6A,KRT35,,3,0.999726
TBB4A,GBRAP,,3,0.990066
CREB1,BRCA1,,1,0.996396
HSP7C,IKKE,,3,0.99261
ATPA,SIR3,,3,0.992198
NH2L1,NOP58,,3,0.999891
CSKP,EPB41,,3,0.994753
IKKE,PFD1,,3,0.995222
CBL,KPCA,,1,0.993164
IKKE,RS19,,3,0.99233
EZRI,ERBB3,ERBB3,2,0.996302
SC23A,SC24C,,3,0.997655
HDAC8,STAT3,STAT3,2,0.993914
GNAS2,ADRB2,,3,0.994351
K1C18,NFL,,3,0.993934
XCL1,SDF1,,3,0.992118
KAT5,ANDR,,3,0.993284
VGFR2,EEA1,,3,0.997038
P53,CDK2,,3,0.999742
IFT46,IFT74,,0,0.998215
K2C4,KRT35,,3,0.999656
MCM5,MCM2,,3,0.999945
DAPK1,ABLM1,,3,0.990218
RYK,PP2BA,,3,0.990028
MATN1,CO9A1,,3,0.998859
TGS1,XPO1,XPO1,2,0.996203
M3K3,FLNA,FLNA,2,0.999472
SNR40,DDX23,,3,0.997696
IFT81,IF172,,3,0.996059
RS25,RS19,,3,0.998962
CC4L,PF4V,,3,0.991472
ROA3,PUF60,,3,0.995207
NFKB1,ATP5J,,3,0.994879
VDAC1,ADT3,,3,0.995704
IF2G,NDRG1,NDRG1,2,0.995586
CHM4C,CHMP7,,3,0.991848
EI2BB,EI2BG,,3,0.999008
K1H1,TWF2,,3,0.990364
MYOZ3,PDLI3,,3,0.994086
PX11B,PX11C,,3,0.999841
GATA2,HDAC1,,1,0.991632
RSMB,SPF30,,3,0.999073
HNRL1,HNRH3,,3,0.998164
PIAS3,BIN1,,3,0.992019
CBX5,DNM3A,,3,0.997988
H15,CENPC,,3,0.994941
PGFRB,VATL,,3,0.992585
NUFP1,NOP58,,3,0.994246
KAPCA,M3K3,,3,0.999307
FBX25,CAND1,,3,0.9983
M3K7,RBX1,,3,0.995784
RNPS1,U2AF2,,3,0.994652
PRS6B,PSD11,,3,0.992803
FAK1,CRKL,,3,0.995594
FXR2,HNRPC,,3,0.9926
ARPC2,VINC,,3,0.99933
SGO1,CBX3,,0,0.992848
CALX,S61A1,,3,0.998826
RFIP4,ARF6,,3,0.992351
VIME,K2C75,,3,0.993482
HMGN3,H2B1H,,3,0.992762
MCM6,PLK1,,3,0.998315
TGFB1,DAXX,,1,0.995358
VIME,NEMO,,3,0.993968
NFKB1,HS71L,,3,0.996821
CD82,CD19,,1,0.996942
MSH2,E2F3,,1,0.993722
CHMP3,CHM4B,,0,0.990999
LAMP2,RPTOR,,3,0.990366
PRP6,TXN4A,,3,0.991394
AGRL1,SHAN3,,3,0.99147
CAD23,USH1C,,3,0.997759
CCL21,XCL2,,3,0.995411
XCL2,CCL26,,3,0.995119
CUL3,SPOP,,1,0.994595
ROA1,DDX21,,3,0.992654
PSMD1,PSD10,,3,0.998051
SF3A2,SPF30,,3,0.990191
SRC,CSK 21.00,,1,0.994145
SPF45,SF3A2,,3,0.992286
BUB1,BUB1B,BUB1B,2,0.998454
S10AA,UPAR,,3,0.999717
BTK,GAB1,,1,0.998259
UBC,AKT1,AKT1,2,0.992454
ING5,TADA3,,3,0.997737
RAB5C,RAB5A,,3,0.99991
RS7,RS27L,,3,0.996713
H2B1H,H32,,3,0.998142
MCMBP,MCM4,,3,0.99447
H2B1H,HNRPK,,3,0.998326
LYN,TNFL6,,3,0.996235
BUB1,ZW10,,3,0.992621
MD2L2,FZR1,,3,0.997642
ANM2,HNRPK,,3,0.996026
HCK,GAB1,,3,0.9933
AKT1,2AAA,,1,0.995203
ZO1,CLD2,,3,0.997518
PCGF6,CBX8,,3,0.997993
PP2AA,RAF1,RAF1,2,0.99364
H2B1H,H2A2C,,3,0.995396
FOXA1,TLE1,,1,0.996332
ISY1,SF3B3,,3,0.999549
REN3B,IF4A3,,3,0.99745
PTBP1,HNRPD,,3,0.999469
TRRAP,E2F1,,1,0.994978
TT30A,IFT27,,3,0.997468
KCC2B,PCNA,PCNA,2,0.99368
RFC2,RFC1,,3,0.99849
MDM2,WT1,,1,0.994867
MK03,MK01,,3,0.998213
EXOC7,EXOC2,,0,0.990779
VGFR2,FYN,,3,0.994072
VAV,GAB1,,3,0.998818
RL13,RM38,,3,0.994267
CAV1,RAC1,,1,0.990153
PPIE,SF3A1,,3,0.998886
RAGP1,TRAF6,,3,0.99627
PSA1,PSB2,,3,0.99804
ELN,LYOX,,1,0.992419
AKT1,DCTN1,,1,0.995745
SRPK1,RU17,,3,0.993265
PRPF3,SPF30,,3,0.998827
ASH2L,KMT2B,,3,0.999296
UB2L6,M3K1,,3,0.999085
KLC3,NFL,,3,0.999215
SMRD3,SMCA2,,3,0.999874
ANXA7,PDCD6,,3,0.990687
ERBB2,BLK,,1,0.995455
IF2B,IF2G,,3,0.993372
MYO1C,CIAO1,,3,0.998235
HSPB1,FLNB,,3,0.994403
RNPS1,GEMI5,,3,0.998997
NCF1,KPCA,,3,0.993308
H2A1H,H31T,,3,0.991613
NECP1,DNJC5,,3,0.993906
EI2BE,GSK3B,,3,0.992493
PSD13,PRS10,,3,0.997278
SRC,TXNIP,,1,0.994506
MCM6,ORC6,,3,0.995581
MCM10,ORC4,,3,0.992483
ORC5,ORC3,,3,0.999922
ATPA,ATP5J,,3,0.999818
LIPL,ANGL4,,3,0.993446
PSMD1,PSMD6,,3,0.999182
PP1A,CDK4,CDK4,2,0.997044
IF4G3,IF4A1,,3,0.999953
EIF3A,FXR1,,3,0.995242
RET,MK03,,1,0.993481
PRS7,PRS6B,,3,0.992149
PSB7,PSA7,,3,0.99696
TNNI3,TNNC1,,3,0.999421
CPSF5,RNPS1,,3,0.995653
H2B1M,H2AX,,3,0.99263
SEPT2,MTOR,MTOR,2,0.991672
M3K3,ACTG,,3,0.996134
MED21,MED1,,3,0.991488
YBOX1,IF2B1,,3,0.998789
TLE1,ITF2,,3,0.996715
TCPD,M3K3,,3,0.995111
VDAC1,LRRK2,,3,0.997466
HCK,CBL,CBL,2,0.993299
SSNA1,KIF3A,,3,0.990759
IF2A,IF2G,,3,0.991178
K2C8,CD4,,3,0.990192
CTNB1,PECA1,,3,0.99194
SF3B1,PUF60,,1,0.991038
CRKL,MK08,,3,0.999168
NEDD4,SMUF2,,3,0.994462
HSF2B,PAR6B,,3,0.99628
CREB1,ATF6A,,1,0.993371
BKRB1,NMDZ1,,3,0.99651
ITBP2,TITIN,,3,0.999991
MAGI1,CING,,3,0.997457
ARF6,ANXA2,,3,0.991948
DAB2,EPS15,EPS15,2,0.994783
BLM,RIF1,,1,0.990652
SRPK2,PTBP1,,0,0.995777
IFT20,TT30A,,3,0.999648
RNPS1,GEMI2,,3,0.991851
RNPS1,CSK 21.00,,3,0.990364
NXF1,PABP1,,3,0.996869
SMAD3,CDK2,,1,0.996121
M3K3,VIME,,3,0.997942
DDX20,EAF1,,3,0.993376
LYAR,FBRL,,3,0.996585
MED7,MED21,,3,0.992332
NFKB1,STAT3,STAT3,2,0.992258
UBQL2,UBQL4,,3,0.991661
P53,ATF3,,3,0.996464
DHE4,DHE3,,3,0.991962
NR1H2,TYY1,,3,0.990223
BIRC2,UBE2W,,3,0.993901
DLGP3,DLG4,,3,0.998604
HNRDL,HNRPD,,3,0.99329
SMC3,TYY1,,3,0.990724
ANXA7,ACTB,,3,0.990513
U2AF2,SF3A2,,3,0.999563
VP33A,UVRAG,,3,0.993739
TAF9,PELP1,,3,0.992767
DLRB2,DYLT1,,3,0.998772
DNJC5,VACHT,,3,0.990748
CBX7,PCGF6,,3,0.994512
TF3C1,TF3C2,,3,0.996742
H32,H11,,3,0.996475
MAX,MK14,,1,0.99381
P53,RFA1,,3,0.998975
MED7,MED31,,3,0.991903
PCNA,SMC1A,,1,0.998738
KAPCA,B2L11,,3,0.996562
U2AF1,PR38A,,1,0.994577
PPARG,EP300,,1,0.994059
PCBP1,PPIL3,,1,0.995289
ATPB,TFB2M,,3,0.996168
RL18A,RL4,,3,0.998291
VDAC1,HLAB,,3,0.997099
WDR83,AQR,,3,0.994704
LRRK2,UBC,,3,0.990776
PLAK,AXIN1,AXIN1,2,0.996853
TPR,NUP37,,1,0.999556
ML12A,IKKA,,3,0.994121
THIC,THIL,,3,0.996638
IF172,IFT27,,3,0.995289
TAB1,UBC,,3,0.994277
RHOA,FADD,,1,0.990624
RU2B,SMD3,,3,0.999127
DLG4,TANC1,,3,0.993493
MYOD1,SMAD4,,1,0.997625
CHM4B,CHM2A,,3,0.990094
IFT27,TT30B,,3,0.997301
IFT25,IFT88,,3,0.999572
UB2E2,SRPK2,,3,0.999567
K1C25,K2C78,,3,0.999608
M3K3,PP1A,,3,0.995898
M3K3,PFD5,,3,0.993391
SPN1,IMB1,,3,0.998155
PP1G,BCL2,BCL2,2,0.997131
EXOC7,EXOC6,,0,0.990153
U2AF2,RBM5,,3,0.998345
RBM4,RU1C,,0,0.995604
CCL24,XCL1,,3,0.991676
ACLY,VHL,VHL,2,0.992678
RL10A,RL11,,3,0.995188
TT30A,IFT57,,3,0.999899
SF3B1,SPF30,,1,0.999715
CCL13,CCL11,,3,0.992828
HLAB,VAPA,,3,0.991303
WDR19,TT21B,,3,0.999386
PSA2,PSA6,,3,0.997324
AMRA1,RPTOR,,3,0.995118
DYN2,HCK,,3,0.994429
TCHP,VIME,,3,0.99112
SF3A2,SRRM2,,3,0.996099
RUXG,LSM 3.00,,3,0.997854
HNRPK,DDX5,DDX5,2,0.999729
BBS7,NUDC,,3,0.991033
BRAP,DDB1,,3,0.995317
TAU,RANB9,,3,0.992374
MYO1D,CIAO1,,3,0.995607
ORC6,MCM4,,3,0.995734
MCM2,MCM10,,3,0.993599
MCM7,SSRP1,,3,0.9911
PP1A,2A5E,,3,0.996112
CENPE,NDC80,,3,0.995095
RS6,KS6A1,,3,0.990023
PB1,SMCA4,,3,0.992075
PTBP2,HNRPC,,3,0.997456
CDC42,MYO6,,3,0.998048
HDAC2,STAT3,STAT3,2,0.995113
KPCI,KPCZ,,3,0.999831
ADA17,PDPK1,,3,0.994618
IFT20,IF172,,3,0.999656
MED21,MED4,,3,0.999298
BBS1,BBS5,,3,0.998252
RPB1,RPR1A,,3,0.999932
SF3A2,RBMX,,3,0.999559
G3P,PSD11,,3,0.990683
TRAF6,GNAI3,,3,0.994338
KIF3A,KIF3B,,3,0.999889
ACTN1,CTNA1,,3,0.997368
JUN,MS18B,,1,0.997961
FIP1,CPSF4,,3,0.99941
H2B2E,HNRPK,,3,0.998585
SF3A2,SMD1,,3,0.999313
TTK,TBB5,,3,0.996464
RPN1,STT3B,,1,0.999242
NOTC2,CRKL,,3,0.997851
AXIN2,GSK3B,,1,0.998325
AHI1,PIBF1,,3,0.999839
HSPB1,ML12A,,3,0.99236
TAB1,TBB5,,3,0.992668
TAB1,IRAK1,,3,0.99503
DYR1A,SIR1,,3,0.991848
TCPH,TCPB,,3,0.999354
RASH,CADH1,,3,0.993201
SF3A2,PCBP1,PCBP1,2,0.99768
CXL11,CCL21,,3,0.995343
LSM 3.00,SMD1,,3,0.994992
H13,HMGA1,HMGA1,2,0.991268
PSA4,POMP,,3,0.993716
HS90B,TESK1,,3,0.994161
APOC2,APOA2,,3,0.999923
DAXX,HDAC1,,1,0.998459
CDK4,SMAD3,,1,0.998222
ROA1,HNRPC,,3,0.999878
EPS15,GRB2,,1,0.998382
MCM5,MCM7,,3,0.999886
TRAF2,HS90A,,3,0.992851
HGS,EGFR,EGFR,2,0.995786
ELAV1,NOS3,NOS3,2,0.990555
VIME,K1C18,,3,0.994204
GAB1,PTN9,,3,0.990471
RC3H1,DDX6,DDX6,2,0.999726
EZRI,EGFR,EGFR,2,0.990403
SPF27,SF3A2,,3,0.996018
BCL2,PP1A,,1,0.990616
CTNB1,TNR6,,3,0.990669
RSMN,P53,,3,0.994793
FINC,LYOX,,3,0.991964
LEG3,EGFR,EGFR,2,0.996947
PDPK1,SNF5,,3,0.991029
DDX1,YBOX1,,3,0.99913
HS71L,RELB,,3,0.990289
UHRF2,TYY1,,3,0.990943
BMI1,CSK 21.00,,3,0.996471
TPR,APC,,1,0.991852
LCK,HS90A,,1,0.996081
NINL,DCTN1,DCTN1,0,0.992874
SRC8,ARP 3.00,,3,0.99694
ZYX,LASP1,LASP1,2,0.997528
FA20C,ALBU,,3,0.991415
ZYX,BCAR1,,3,0.997525
PFD2,PFD1,,3,1.0
SF3B2,SLU7,,3,0.996773
ATP5H,ATP5J,,3,0.999617
PAAF1,PSMD1,,0,0.999905
TBG1,NDK7,,3,0.999865
IFT80,IFT25,,3,0.999011
H2A2C,H32,,3,0.99841
RU2B,SF3A2,,3,0.999608
RFA1,RAD51,RAD51,2,0.999272
SMAD2,DCNL1,,1,0.992187
TT30B,IFT80,,3,0.99991
XCL2,CCL28,,3,0.994667
RNPS1,PFD1,,3,0.994162
DIAP1,CLIP1,CLIP1,2,0.996507
KIFC3,CADH1,,3,0.992627
ADAM8,FNBP1,FNBP1,2,0.990912
AXIN1,KR412,,1,0.991713
PSMD8,PSMD4,,3,0.9945
ACD,XRCC6,XRCC6,2,0.99481
SIR6,CENPA,,3,0.996271
SEC13,NUP37,,0,0.998144
CBX6,PCGF6,,3,0.996741
HS71L,IKKB,,3,0.998391
RXRB,NR4A2,,3,0.991283
ITB1,RAB5A,,3,0.994238
CREB1,POGZ,,1,0.990275
DBLOH,TRAF6,,3,0.999265
EP300,RUNX3,,1,0.995921
SF3B4,SPF30,,3,0.99791
CTTB2,DP13A,,3,0.998488
RBX1,UB2R1,,3,0.993178
MYOM2,TNNT1,,3,0.992312
RBCC1,ATGA1,,3,0.994655
AKT1,HSPB1,,1,0.996346
SMN,GAR1,,3,0.993335
LSM 6.00,RUXF,,3,0.997089
SMC1A,RFC1,,1,0.995523
ATPA,ATPB,,3,0.999606
VHL,RAP1A,,1,0.992814
FAS,M3K3,,1,0.997192
SPF27,PLRG1,,3,0.999266
NFAC1,OGT1,,3,0.991259
RBM25,PRP31,,3,0.997742
NUCL,TF65,,3,0.995769
OCLN,ZO1,,3,0.997368
MCM2,CENPA,,3,0.997577
TGFB1,TSP1,,1,0.99711
NCOA3,MK14,,1,0.991894
IFT57,IFT88,,3,0.998845
HDAC8,P53,,3,0.998222
PRP6,SRRM2,,3,0.99815
EPB41,MYH9,MYH9,2,0.998968
CSK 21.00,NOP56,,3,0.996663
CAV1,CSK,,1,0.993561
RRP44,EXOS8,,3,0.99984
CTC1,TEN1L,,3,0.999807
BIP,TBK1,,3,0.990147
HSP7C,TBK1,,3,0.991925
MLH1,RD23B,,1,0.994712
PSA2,PSA3,,3,0.999928
CXCL5,CCL20,,3,0.993985
GCR,PP2BA,,3,0.996051
CBX5,POGZ,,3,0.996849
DCTN1,ARP 10.00,,1,0.994646
ATPF2,ATPA,,3,0.992915
CSK 21.00,ATPA,,3,0.995284
FYN,PAK2,,3,0.990686
PPARD,CBP,,3,0.996731
VPS18,VPS41,,3,0.999675
U5S1,PRP6,,3,0.99932
IFT27,IFT46,,3,0.998235
PPIH,THOC4,,3,0.998927
CDK2,CCNB2,,3,0.990759
MCM3,CDC6,,3,0.994419
UB2D3,HLAB,,3,0.997644
MAX,PP1A,,1,0.994406
CDC5L,KANL2,,3,0.990031
SF01,U5S1,,3,0.993542
ML12A,MRCKA,,3,0.999503
UBF1,MYC,MYC,2,0.99669
TT30B,IF172,,3,0.999654
RAN,RBP2,,3,0.996407
PSMD6,PSMD2,,3,0.999894
SKP2,1433B,,1,0.996543
PDLI7,RAB3I,,3,0.990053
MYH7,MYOM2,,3,0.999967
PP1B,PP1A,,3,0.999964
RA1L2,ROA3,,3,0.994107
KRA92,TRI54,,3,0.9982
PX11C,PX11A,,3,0.999794
RL7,TF65,,3,0.996893
DPOLA,SMC1A,SMC1A,2,0.995052
EZRI,ERBB2,ERBB2,2,0.999217
RBM4,HNRPM,,0,0.993695
TAF9,KAT2B,,3,0.998132
TBB5,NEMO,,3,0.993908
MBD3,HDAC1,,3,0.998762
PSMD6,PSA2,,3,0.998063
NU133,CENPF,,3,0.997442
GFAP,AKT1,AKT1,2,0.99424
RNPS1,U5S1,,3,0.998999
HNRH2,ROA0,,3,0.99129
SMC3,MDM2,MDM2,2,0.992936
ABL1,1433Z,,1,0.993963
APOE,APOC2,,3,0.99943
APOB,APOC2,,3,0.997078
RL23,RL5,,3,0.999785
ERBB2,1433Z,,1,0.99113
JUN,NFM,,1,0.995885
GATA1,TAF7,,1,0.991349
HCK,CRKL,,3,0.999413
PLK1,LMO4,,3,0.996434
POP1,RPP38,,3,0.999755
SDC4,TIAM1,,1,0.992856
EXOC8,RAB8A,,3,0.995688
MED14,MED24,,3,0.998415
PPARD,HDAC2,,3,0.997394
NCOA2,P53,,1,0.991052
FYN,FLNC,,3,0.995134
RL13,TF65,,3,0.996113
PLRG1,SF3A2,,3,0.995847
ACTG,PROF2,,3,0.997468
GIT2,SMAD3,SMAD3,0,0.999409
CE290,BBS5,,3,0.993045
DNJC3,CASQ2,,3,0.999899
RAD18,UBE2A,,3,0.999829
AT5F1,ATPA,,3,0.99991
PR40A,CDK12,CDK12,2,0.995763
VATA,HLAB,,3,0.995444
RU2A,SF3A2,,3,0.999789
RAD51,RFA3,,1,0.996991
UBC9,BMI1,,3,0.997358
RL34,RL30,,3,0.99939
BBS7,CE290,,3,0.993327
NDUA8,NDUS3,,3,0.999649
PSA6,PSA4,,3,0.997124
EIF3J,EIF3H,,3,0.997928
ARP 2.00,ARC1A,,3,0.993504
DOB,Q6ICR9,,3,0.99674
TERF2,MRE11,,3,0.999045
RPB3,RPB2,,3,0.993268
RBBP7,JARD2,,3,0.998871
THB,P53,,3,0.993769
CUL4A,DCNL1,,3,0.999986
P53,CDK1,,3,0.998719
BCL10,IKKB,,1,0.997758
BRCA1,LMO4,,1,0.99518
IF4E,RENT1,,3,0.992054
EGFR,SNX1,,1,0.990749
DRA,DRB4,,3,0.998677
PRKDC,RFA2,,3,0.999134
REST,NCOR1,NCOR1,2,0.997505
RM18,RS20,,3,0.996376
HDAC4,NCOR1,NCOR1,2,0.99539
TFDP2,RBL1,,3,0.994211
RPB3,RPAB1,,3,0.994081
CCD14,PCM1,PCM1,2,0.99886
TF2H1,ERCC5,,3,0.999578
MED1,MED16,,3,0.998998
HDAC2,TAL1,TAL1,2,0.998467
APC4,APC11,,3,0.992231
TBL1X,NCOR2,NCOR2,2,0.997617
TAF7,TAF10,,3,0.999016
PIMRE,HDAC2,,3,0.993056
MFN2,BAK,,3,0.991699
JUN,MECOM,,1,0.998515
DPY30,CXXC1,,3,0.990087
SUV91,EHMT2,,3,0.997747
FBXW8,CUL1,,3,1.0
ANM5,SMN,,3,0.993042
RM12,RT10,,3,0.997474
RPB3,RPB11,,3,0.992089
HDAC2,SUZ12,SUZ12,2,0.998864
RU17,SMD2,,3,0.999636
COPG1,COPB,,3,0.995343
CASC3,REN3B,,0,0.999646
PSMD7,PSA6,,3,0.992133
E2F1,BRCA1,,1,0.993872
TAF11,TAF10,,3,0.996023
HDAC3,HDAC4,,3,0.999433
RENT1,MGN,,3,0.999155
ARP 3.00,ARPC5,,3,0.99825
KDM1A,ANDR,,3,0.993895
MCM6,LMBL1,,3,0.991539
MED13,CDK8,,3,0.993409
H2AW,HDAC2,,3,0.999206
RU17,RUXE,,3,0.999752
CALM3,KCC2G,,3,0.993372
CASC3,RENT1,,0,0.998045
ERCC2,TF2H3,,1,0.998327
TAF10,TAF1,,3,0.996071
PRKDC,LMNA,LMNA,2,0.996781
ARPC4,ARPC5,,3,0.998179
HLAE,CALR,CALR,2,0.99303
RFC3,RAD17,RAD17,2,0.99728
MED24,MED10,,3,0.991767
TFDP1,RBL1,,3,0.993699
TAF10,TAF13,,3,0.995392
SEPT7,SEPT2,,3,0.999935
IF4A3,SRSF1,,3,0.999474
KAP2,AKP13,,3,0.993134
EIF3C,EIF3F,,3,0.998484
XRCC6,H31,,1,0.99312
PIBF1,PCM1,PCM1,2,0.999858
PO2F1,TBP,,3,0.991003
TFR1,B2MG,,3,0.99326
